,country,year,gdp_per_capita,suicides/100k pop,75+ years,55-74 years,35-54 years,25-34 years,15-24 years,5-14 years,male,female,HDI for year
242,Barbados,1988,7763,57.39,0.0,12.780000000000001,14.71,22.32,7.58,0.0,52.24,5.15,0.7565555555555554
243,Barbados,1989,8541,73.58,0.0,14.29,26.09,12.87,20.33,0.0,56.55,17.03,0.7565555555555554
244,Barbados,1990,8537,121.23,60.0,20.380000000000003,28.52,8.33,4.0,0.0,108.53999999999999,12.690000000000001,0.7159999999999999
245,Barbados,1991,8469,76.93,0.0,22.69,20.0,21.740000000000002,12.5,0.0,57.58,19.35,0.7565555555555554
246,Barbados,1992,8129,63.53,0.0,19.29,22.68,21.560000000000002,0.0,0.0,50.91,12.620000000000001,0.7565555555555554
247,Barbados,1993,8540,90.93,18.87,27.189999999999998,10.95,12.55,21.37,0.0,85.64,5.29,0.7565555555555554
248,Barbados,1994,8953,67.08,0.0,32.86,20.740000000000002,4.37,4.37,4.74,48.81,18.27,0.7565555555555554
249,Barbados,1995,9378,72.29,0.0,12.809999999999999,16.29,29.66,13.530000000000001,0.0,51.56,20.73,0.731
250,Barbados,2000,12430,37.13,0.0,0.0,13.07,19.07,4.99,0.0,32.17,4.96,0.753
251,Barbados,2001,12348,8.65,0.0,5.99,2.66,0.0,0.0,0.0,8.65,0.0,0.7565555555555554
252,Barbados,2002,12511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7565555555555554
253,Barbados,2003,12887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7565555555555554
254,Barbados,2004,13786,7.79,0.0,0.0,7.79,0.0,0.0,0.0,7.79,0.0,0.7565555555555554
255,Barbados,2005,15230,2.58,0.0,0.0,2.58,0.0,0.0,0.0,2.58,0.0,0.765
256,Barbados,2006,16531,45.38,17.27,5.12,12.83,10.16,0.0,0.0,45.38,0.0,0.7565555555555554
257,Barbados,2007,17528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7565555555555554
258,Barbados,2008,17760,2.31,0.0,0.0,2.31,0.0,0.0,0.0,0.0,2.31,0.7565555555555554
259,Barbados,2009,17007,28.8,16.61,4.58,7.61,0.0,0.0,0.0,28.8,0.0,0.7565555555555554
260,Barbados,2010,17034,7.62,0.0,0.0,7.62,0.0,0.0,0.0,7.62,0.0,0.7799999999999999
261,Barbados,2011,17708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.786
262,Barbados,2012,17620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.793
263,Barbados,2013,17395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.785
264,Belarus,1990,2301,274.37,65.78,65.17,71.99000000000001,47.85,22.18,1.4,221.70000000000002,52.67,0.7712000000000001
265,Belarus,1991,1899,297.64,83.95,69.04,71.46,46.480000000000004,24.72,1.99,241.16,56.480000000000004,0.7712000000000001
266,Belarus,1992,1780,314.24,74.05,72.89,80.32,55.03,27.8,4.15,255.89,58.35,0.7712000000000001
267,Belarus,1993,1689,365.11,81.03999999999999,89.36,97.84,64.83,29.38,2.66,302.54,62.57,0.7712000000000001
268,Belarus,1994,1547,403.58,92.84,102.94,105.08,66.9,33.65,2.17,336.17,67.41,0.7712000000000001
269,Belarus,1995,1444,404.01,86.39,102.94,109.21000000000001,70.55,33.099999999999994,1.8199999999999998,346.89,57.12,0.7712000000000001
270,Belarus,1996,1524,455.71000000000004,95.08000000000001,123.64000000000001,119.43,79.65,35.95,1.96,392.96000000000004,62.75,0.7712000000000001
271,Belarus,1997,1458,446.5,95.96000000000001,117.38,113.27,79.00999999999999,39.629999999999995,1.25,381.15,65.35,0.7712000000000001
272,Belarus,1998,1570,455.64,103.5,116.73,110.21000000000001,80.23,42.790000000000006,2.18,389.32,66.32,0.7712000000000001
273,Belarus,1999,1269,450.36,106.26,110.41999999999999,97.36999999999999,89.00999999999999,43.8,3.5,386.44,63.92,0.7712000000000001
274,Belarus,2000,1335,447.3,100.71000000000001,111.35,106.38,81.51,43.67999999999999,3.67,387.01,60.29,0.6830000000000002
275,Belarus,2001,1299,419.65,91.69,104.7,99.72,77.00999999999999,43.73,2.8000000000000003,360.37,59.28,0.7712000000000001
276,Belarus,2002,1541,411.0,83.47999999999999,98.16,100.83,84.17,40.43,3.9299999999999997,351.21,59.79,0.7712000000000001
277,Belarus,2003,1892,444.86,101.91999999999999,110.92999999999999,102.99000000000001,86.27000000000001,40.41,2.34,381.15,63.71,0.7712000000000001
278,Belarus,2007,4898,355.89,93.88,83.25999999999999,75.05,63.879999999999995,37.39,2.43,303.3,52.589999999999996,0.7712000000000001
279,Belarus,2008,6601,352.15999999999997,96.59,79.16,81.0,59.99,33.949999999999996,1.47,299.99,52.17,0.7712000000000001
280,Belarus,2009,5366,375.54,108.22,77.57000000000001,75.89,68.99,42.300000000000004,2.57,317.15000000000003,58.39,0.7712000000000001
281,Belarus,2010,6371,331.98,86.68,69.12,73.97,61.160000000000004,39.739999999999995,1.31,285.81,46.17,0.786
282,Belarus,2011,6902,299.36,84.88,63.160000000000004,63.980000000000004,51.98,32.96,2.4,254.23,45.13,0.793
283,Belarus,2013,8477,273.32,87.78999999999999,55.519999999999996,53.97,46.629999999999995,28.13,1.28,233.28,40.04,0.7959999999999999
284,Belarus,2014,8849,252.91,83.64999999999999,48.150000000000006,50.37,44.14,24.86,1.74,219.74,33.17,0.798
285,Belgium,1985,9356,332.04,130.55,78.03,60.87,42.08,18.490000000000002,2.02,240.42,91.62,0.774
286,Belgium,1986,12992,314.69,119.41,74.42,59.12,40.08,21.009999999999998,0.65,232.35,82.34,0.8606999999999999
287,Belgium,1987,16165,327.76,130.13,70.75,56.55,47.760000000000005,20.82,1.75,243.11,84.65,0.8606999999999999
288,Belgium,1988,17509,283.8,107.64,63.459999999999994,51.12,41.07,19.060000000000002,1.45,206.76999999999998,77.03,0.8606999999999999
289,Belgium,1989,17659,284.85,120.47,57.72,48.57,35.99,21.12,0.98,216.18,68.67,0.8606999999999999
290,Belgium,1990,22032,277.11,115.35,56.47,47.61,36.63,20.73,0.32,206.61,70.5,0.806
291,Belgium,1991,22523,264.02,110.9,49.65,46.9,37.95,17.8,0.8200000000000001,203.35,60.67,0.8606999999999999
292,Belgium,1992,25036,265.88,105.19,53.93,47.15,37.71,21.090000000000003,0.81,198.8,67.08,0.8606999999999999
293,Belgium,1993,23875,300.47,117.44,55.629999999999995,57.47,43.550000000000004,25.56,0.8200000000000001,230.9,69.57,0.8606999999999999
294,Belgium,1994,25922,300.4,117.42,55.67,55.31,43.8,26.42,1.78,233.39,67.01,0.8606999999999999
295,Belgium,1995,30394,285.9,99.84,57.120000000000005,59.01,40.050000000000004,27.759999999999998,2.12,216.96,68.94,0.851
296,Belgium,1996,29438,267.54,93.58,50.96,54.37,40.5,27.310000000000002,0.8200000000000001,205.92,61.62,0.8606999999999999
297,Belgium,1997,26609,284.74,102.37,51.8,59.379999999999995,45.56999999999999,24.66,0.96,220.14,64.6,0.8606999999999999
298,Belgium,1998,27087,264.74,95.16,49.0,54.64,38.41,26.400000000000002,1.1300000000000001,203.0,61.739999999999995,0.8606999999999999
299,Belgium,1999,26969,230.7,71.83,48.190000000000005,50.93,35.9,22.090000000000003,1.76,177.27,53.43,0.8606999999999999
300,Belgium,2000,24592,267.8,82.87,53.93000000000001,56.03,45.93,28.23,0.81,202.11,65.69,0.874
301,Belgium,2001,24494,261.21999999999997,80.27,52.03,61.58,41.17,24.39,1.7800000000000002,198.58,62.64,0.8606999999999999
302,Belgium,2002,26526,247.85999999999999,74.67,52.449999999999996,57.6,41.53,20.79,0.8200000000000001,188.72,59.14,0.8606999999999999
303,Belgium,2003,32538,248.73,73.57,48.19,58.92,40.78,25.330000000000002,1.94,190.84,57.89,0.8606999999999999
304,Belgium,2004,37661,231.06,65.07000000000001,47.39,55.69,37.49,23.94,1.48,176.2,54.86,0.8606999999999999
305,Belgium,2005,39124,231.75,67.96000000000001,51.970000000000006,56.980000000000004,35.23,19.45,0.16,176.58,55.17,0.866
306,Belgium,2006,41135,214.9,56.01,47.34,54.459999999999994,38.81,17.61,0.67,161.19,53.71,0.8606999999999999
307,Belgium,2007,47040,208.57,62.650000000000006,44.31,51.93,31.1,17.43,1.15,155.74,52.83,0.8606999999999999
308,Belgium,2008,51345,221.54,62.98,46.66,55.74,32.31,22.509999999999998,1.3399999999999999,167.07999999999998,54.46,0.8606999999999999
309,Belgium,2009,47630,218.35,59.42,49.440000000000005,55.72,33.58,18.86,1.33,164.70000000000002,53.65,0.8606999999999999
310,Belgium,2010,47355,220.18,62.43,47.78,55.150000000000006,33.63,19.71,1.48,166.29,53.89,0.883
311,Belgium,2011,50893,226.71,65.55,52.629999999999995,54.129999999999995,31.25,22.35,0.8,169.06,57.65,0.886
312,Belgium,2012,47678,217.13,61.910000000000004,49.5,52.84,32.980000000000004,18.92,0.98,166.29,50.84,0.8889999999999999
313,Belgium,2013,49489,201.54999999999998,60.349999999999994,44.65,49.92,28.32,17.51,0.8,150.89,50.660000000000004,0.888
314,Belgium,2014,50173,201.85,61.73,45.120000000000005,48.69,28.98,16.71,0.62,149.01,52.839999999999996,0.89
315,Belgium,2015,42830,196.66,59.18,43.35,48.14,28.29,17.07,0.63,144.45000000000002,52.21,0.8606999999999999
316,Belize,1986,1552,19.37,0.0,0.0,0.0,8.26,11.11,0.0,13.75,5.62,0.6954444444444445
317,Belize,1987,1920,31.41,0.0,0.0,9.21,16.93,5.27,0.0,31.41,0.0,0.6954444444444445
318,Belize,1989,2372,5.16,0.0,0.0,0.0,0.0,5.16,0.0,5.16,0.0,0.6954444444444445
319,Belize,1990,2614,29.7,0.0,15.87,8.85,0.0,4.98,0.0,24.72,4.98,0.644
320,Belize,1991,2742,23.93,0.0,15.38,8.55,0.0,0.0,0.0,23.93,0.0,0.6954444444444445
321,Belize,1993,3278,6.49,0.0,0.0,0.0,6.49,0.0,0.0,6.49,0.0,0.6954444444444445
322,Belize,1994,3399,164.73,116.44,14.87,20.27,13.15,0.0,0.0,112.43,52.3,0.6954444444444445
323,Belize,1995,3436,143.97,62.5,14.49,21.43,24.24,21.31,0.0,139.68,4.29,0.664
324,Belize,1996,3545,61.290000000000006,0.0,28.69,12.14,6.41,14.05,0.0,61.290000000000006,0.0,0.6954444444444445
325,Belize,1997,3487,5.77,0.0,0.0,5.77,0.0,0.0,0.0,5.77,0.0,0.6954444444444445
326,Belize,1998,3531,81.78,0.0,28.0,22.09,23.27,8.42,0.0,76.15,5.63,0.6954444444444445
327,Belize,1999,3615,83.72,0.0,0.0,26.25,21.83,32.43,3.21,83.72,0.0,0.6954444444444445
328,Belize,2000,3960,160.8,62.77,27.23,30.490000000000002,20.48,19.83,0.0,142.5,18.3,0.6830000000000002
329,Belize,2001,4013,151.7,61.46,13.64,14.47,39.059999999999995,23.07,0.0,142.87,8.83,0.6954444444444445
330,Belize,2002,4161,69.62,0.0,13.66,36.95,4.68,11.32,3.01,49.68,19.939999999999998,0.6954444444444445
331,Belize,2003,4289,59.0,0.0,13.68,13.18,18.23,11.03,2.88,42.57,16.43,0.6954444444444445
332,Belize,2004,4449,117.38,0.0,54.15,20.66,17.73,24.84,0.0,104.24,13.14,0.6954444444444445
333,Belize,2005,4547,46.1,0.0,0.0,7.78,21.68,13.89,2.75,42.59,3.51,0.701
334,Belize,2006,4815,37.92,0.0,0.0,14.57,4.32,13.59,5.44,31.77,6.15,0.6954444444444445
335,Belize,2007,4951,78.49000000000001,55.49,0.0,10.370000000000001,0.0,9.97,2.66,71.68,6.8100000000000005,0.6954444444444445
336,Belize,2008,5098,86.36,51.79,0.0,19.67,8.399999999999999,6.5,0.0,82.22,4.14,0.6954444444444445
337,Belize,2009,4841,57.76,0.0,9.5,6.3,16.69,25.27,0.0,44.31,13.45,0.6954444444444445
338,Belize,2010,4923,61.48,0.0,17.31,21.36,16.63,6.18,0.0,55.39,6.09,0.71
339,Belize,2011,5098,153.3,43.42,8.38,26.61,36.11,38.78,0.0,138.52,14.78,0.711
340,Belize,2012,5264,73.45,0.0,24.31,17.25,23.21,8.68,0.0,67.68,5.77,0.7159999999999999
341,Belize,2013,5272,56.4,0.0,7.81,19.56,14.9,14.13,0.0,53.589999999999996,2.81,0.715
342,Belize,2014,5448,90.95,0.0,29.96,16.23,28.51,11.030000000000001,5.22,74.17,16.78,0.715
343,Belize,2015,5561,135.46,44.17,28.759999999999998,15.670000000000002,31.08,8.1,7.68,120.33,15.13,0.6954444444444445
344,Bosnia and Herzegovina,2011,5076,1.31,0.0,0.55,0.36,0.4,0.0,0.0,1.31,0.0,0.7239999999999999
345,Bosnia and Herzegovina,2014,5079,109.5,48.32,25.94,23.01,8.799999999999999,2.99,0.44,87.48,22.02,0.733
346,Brazil,1985,1898,59.18,18.59,12.59,10.86,9.84,6.82,0.48,46.1,13.08,0.576
347,Brazil,1986,2257,57.16,15.56,13.25,10.34,10.04,7.58,0.39,43.8,13.36,0.6949
348,Brazil,1987,2394,70.12,25.48,15.87,11.24,10.01,7.109999999999999,0.41000000000000003,56.8,13.32,0.6949
349,Brazil,1988,2628,65.36,24.9,13.049999999999999,10.85,9.59,6.62,0.35,50.61,14.75,0.6949
350,Brazil,1989,3310,64.02,24.57,12.69,10.030000000000001,9.530000000000001,6.83,0.37,51.01,13.01,0.6949
351,Brazil,1990,3516,67.06,25.32,13.84,10.64,9.77,7.109999999999999,0.38,53.63,13.43,0.608
352,Brazil,1991,4490,68.34,24.340000000000003,14.87,11.299999999999999,10.12,7.279999999999999,0.43000000000000005,55.22,13.120000000000001,0.6949
353,Brazil,1992,2924,64.92,22.31,13.32,11.83,9.72,7.33,0.41000000000000003,52.95,11.97,0.6949
354,Brazil,1993,3136,67.86,24.25,12.89,10.969999999999999,11.09,8.21,0.45000000000000007,56.21,11.65,0.6949
355,Brazil,1994,3925,71.51,25.66,13.940000000000001,11.149999999999999,11.47,8.77,0.52,59.12,12.39,0.6949
356,Brazil,1995,5313,75.24,25.439999999999998,15.32,12.85,12.17,9.05,0.41000000000000003,62.059999999999995,13.18,0.648
357,Brazil,1996,5771,73.33,24.060000000000002,14.59,13.14,11.51,9.370000000000001,0.66,60.0,13.33,0.6949
358,Brazil,1997,5891,76.8,26.85,15.6,13.180000000000001,11.889999999999999,8.68,0.6,64.29,12.51,0.6949
359,Brazil,1998,5663,75.05,25.88,15.610000000000001,12.73,11.64,8.64,0.55,62.05,13.0,0.6949
360,Brazil,1999,3864,67.64999999999999,23.04,13.489999999999998,12.129999999999999,10.43,8.07,0.49,57.51,10.14,0.6949
361,Brazil,2000,4156,68.23,22.52,14.53,12.370000000000001,10.39,7.9399999999999995,0.48,56.8,11.43,0.6830000000000002
362,Brazil,2001,3492,73.49,23.189999999999998,14.76,13.780000000000001,11.739999999999998,9.39,0.63,61.76,11.73,0.6949
363,Brazil,2002,3121,69.77,20.650000000000002,14.15,13.309999999999999,11.82,9.21,0.63,56.53,13.24,0.6949
364,Brazil,2003,3376,68.07,18.89,14.32,13.32,11.59,9.35,0.6000000000000001,56.2,11.870000000000001,0.6949
365,Brazil,2004,3984,70.22,21.36,13.96,12.89,12.059999999999999,9.34,0.6100000000000001,58.04,12.18,0.6949
366,Brazil,2005,5230,73.6,22.21,15.68,14.02,11.89,9.190000000000001,0.61,61.05,12.55,0.702
367,Brazil,2006,6403,69.89999999999999,19.36,14.48,14.11,11.879999999999999,9.35,0.72,57.94,11.959999999999999,0.6949
368,Brazil,2007,7970,71.68,20.42,15.14,13.809999999999999,12.43,9.2,0.6799999999999999,59.43,12.25,0.6949
369,Brazil,2008,9555,72.21,20.33,14.69,14.030000000000001,12.59,9.97,0.6,59.88,12.33,0.6949
370,Brazil,2009,9283,70.37,18.419999999999998,14.700000000000001,14.4,13.06,9.12,0.6699999999999999,58.44,11.93,0.6949
371,Brazil,2010,12161,72.73,21.71,14.12,13.760000000000002,13.129999999999999,9.399999999999999,0.61,59.35,13.379999999999999,0.737
372,Brazil,2011,14245,72.41,19.86,14.49,14.07,13.38,9.95,0.6599999999999999,59.39,13.02,0.742
373,Brazil,2012,13283,74.45,20.14,15.64,14.58,13.7,9.67,0.72,60.580000000000005,13.870000000000001,0.746
374,Brazil,2013,13191,73.41,19.05,15.34,15.02,13.68,9.58,0.74,59.85,13.559999999999999,0.7520000000000001
375,Brazil,2014,12975,73.13,18.880000000000003,14.95,14.629999999999999,13.87,9.879999999999999,0.92,59.89,13.24,0.755
376,Brazil,2015,9431,77.45,21.53,16.21,15.2,13.42,10.24,0.85,63.39,14.06,0.6949
377,Bulgaria,1985,2044,303.12,173.38,56.77,30.24,22.619999999999997,18.14,1.97,224.35,78.77,0.686
378,Bulgaria,1986,2413,275.48,146.82999999999998,54.96,31.310000000000002,22.91,17.2,2.27,195.33,80.15,0.7426
379,Bulgaria,1987,3355,308.4,174.16,59.44,30.71,21.82,18.95,3.3200000000000003,229.19,79.21,0.7426
380,Bulgaria,1988,2688,292.49,160.44,57.25,30.159999999999997,22.02,18.69,3.93,213.16,79.33,0.7426
381,Bulgaria,1989,2617,292.19,161.31,57.16,31.48,21.709999999999997,17.32,3.21,217.39,74.8,0.7426
382,Bulgaria,1990,2451,256.43,135.97,49.989999999999995,27.74,22.12,18.13,2.48,184.57999999999998,71.85,0.695
383,Bulgaria,1991,1298,268.94,144.41,53.56,30.22,22.1,15.780000000000001,2.87,206.37,62.57,0.7426
384,Bulgaria,1992,1287,310.6,169.56,58.65,35.32,24.87,20.47,1.73,232.16,78.44,0.7426
385,Bulgaria,1993,1354,278.36,132.74,59.42,33.67,29.17,21.08,2.2800000000000002,195.56,82.80000000000001,0.7426
386,Bulgaria,1994,1213,288.39,150.69,57.29,38.129999999999995,21.61,18.33,2.34,213.75,74.64,0.7426
387,Bulgaria,1995,1636,277.84999999999997,140.35,58.519999999999996,34.04,24.689999999999998,17.85,2.4,205.39,72.46,0.6960000000000001
388,Bulgaria,1996,1270,296.2,153.67000000000002,57.790000000000006,41.01,21.74,19.34,2.6500000000000004,221.81,74.39,0.7426
389,Bulgaria,1997,1411,276.36,136.62,61.11,35.44,20.98,18.93,3.28,197.92,78.44,0.7426
390,Bulgaria,1998,1852,304.61,165.9,58.89,34.15,22.669999999999998,20.65,2.35,218.25,86.36,0.7426
391,Bulgaria,1999,1715,250.71,127.19,52.33,33.47,20.28,15.41,2.03,192.88,57.83,0.7426
392,Bulgaria,2000,1680,259.21999999999997,132.01999999999998,48.690000000000005,41.23,23.85,12.39,1.04,192.32,66.89999999999999,0.713
393,Bulgaria,2001,1854,244.62,117.89000000000001,52.11,35.74,21.37,15.690000000000001,1.82,180.74,63.88,0.7426
394,Bulgaria,2002,2157,247.35,122.0,52.92,35.89,21.020000000000003,13.379999999999999,2.1399999999999997,188.64,58.71,0.7426
395,Bulgaria,2003,2800,207.65,104.78,42.4,30.240000000000002,15.92,11.290000000000001,3.02,158.54000000000002,49.11,0.7426
396,Bulgaria,2004,3485,184.12,86.78999999999999,41.480000000000004,28.979999999999997,15.17,9.59,2.11,142.94,41.18,0.7426
397,Bulgaria,2005,4003,178.06,81.46,41.89,25.18,16.77,11.1,1.6600000000000001,134.41,43.65,0.749
398,Bulgaria,2006,4638,186.53,93.47,41.36,23.340000000000003,16.59,10.65,1.12,147.97,38.559999999999995,0.7426
399,Bulgaria,2007,6073,173.76999999999998,90.47,37.94,22.38,12.12,9.35,1.51,133.67,40.1,0.7426
400,Bulgaria,2008,7487,170.34,79.09,41.74,23.21,14.09,11.61,0.6,130.78,39.56,0.7426
401,Bulgaria,2009,7186,154.42,71.43,37.48,24.53,12.79,7.890000000000001,0.3,120.69,33.73,0.7426
402,Bulgaria,2010,7066,158.25,77.37,34.72,24.46,12.11,9.290000000000001,0.3,125.11,33.14,0.773
403,Bulgaria,2011,8137,133.52,56.07,30.83,23.03,12.239999999999998,10.75,0.6,107.54,25.98,0.775
404,Bulgaria,2012,7745,164.17,77.3,35.94,21.74,14.6,14.29,0.3,130.79,33.38,0.778
405,Bulgaria,2013,8057,134.16,61.870000000000005,29.0,19.63,13.4,9.639999999999999,0.62,109.23,24.93,0.779
406,Bulgaria,2014,8241,139.77,70.35,28.64,18.09,11.99,10.110000000000001,0.59,109.46,30.31,0.782
408,Canada,1985,15522,166.46,33.74,35.2,33.83,33.56,29.14,0.99,133.99,32.47,0.827
409,Canada,1986,16062,190.10999999999999,41.769999999999996,36.94,38.28,39.519999999999996,32.22,1.3800000000000001,152.5,37.61,0.8811111111111111
410,Canada,1987,18124,179.32999999999998,35.55,36.16,36.87,38.629999999999995,30.47,1.6500000000000001,142.15,37.18,0.8811111111111111
411,Canada,1988,21069,175.38,36.81,33.8,35.14,36.34,31.77,1.52,140.55,34.83,0.8811111111111111
412,Canada,1989,23188,170.98,34.86,33.17,34.76,35.65,31.18,1.36,136.23,34.75,0.8811111111111111
413,Canada,1990,24041,165.02,36.58,27.47,33.739999999999995,36.08,29.54,1.6099999999999999,135.04,29.98,0.8489999999999999
414,Canada,1991,24038,167.78,32.91,30.92,33.97,36.7,31.76,1.52,137.95,29.830000000000002,0.8811111111111111
415,Canada,1992,22393,163.6,31.400000000000002,30.119999999999997,34.589999999999996,35.050000000000004,30.72,1.72,132.07,31.53,0.8811111111111111
416,Canada,1993,21421,164.02,33.29,29.669999999999998,36.42,33.91,28.45,2.2800000000000002,131.66,32.36,0.8811111111111111
417,Canada,1994,21219,161.91,34.51,28.52,35.71,30.700000000000003,30.02,2.45,131.73,30.18,0.8811111111111111
418,Canada,1995,21871,163.52,30.240000000000002,28.09,37.76,35.69,29.59,2.1500000000000004,133.09,30.43,0.8610000000000001
419,Canada,1996,22686,162.89,32.68,28.830000000000002,38.85,32.09,28.43,2.0100000000000002,132.6,30.29,0.8811111111111111
420,Canada,1997,23245,151.43,31.310000000000002,27.14,35.05,28.560000000000002,26.89,2.48,122.83,28.6,0.8811111111111111
421,Canada,1998,22268,150.12,29.52,26.85,33.800000000000004,30.59,27.13,2.23,120.61,29.51,0.8811111111111111
422,Canada,1999,23572,158.44,30.07,28.04,39.58,32.589999999999996,26.619999999999997,1.54,128.15,30.29,0.8811111111111111
423,Canada,2000,25589,139.0,25.46,24.37,34.05,27.2,25.689999999999998,2.23,110.9,28.1,0.867
424,Canada,2001,25165,137.43,23.14,25.71,35.54,28.259999999999998,23.46,1.32,108.7,28.73,0.8811111111111111
425,Canada,2002,25570,137.73,26.37,26.2,33.73,27.029999999999998,22.69,1.71,110.2,27.53,0.8811111111111111
426,Canada,2003,29787,137.27,24.81,27.220000000000002,35.44,24.62,23.87,1.31,108.36,28.91,0.8811111111111111
427,Canada,2004,33787,131.66,24.4,24.55,32.86,26.73,21.74,1.38,102.51,29.15,0.8811111111111111
428,Canada,2005,38218,133.84,26.16,24.560000000000002,35.05,22.95,22.91,2.21,103.61,30.23,0.892
429,Canada,2006,42566,126.42999999999999,27.02,26.669999999999998,31.01,21.72,18.42,1.5899999999999999,99.11,27.32,0.8811111111111111
430,Canada,2007,46890,127.45,25.96,23.86,32.120000000000005,23.06,20.75,1.7000000000000002,98.31,29.14,0.8811111111111111
431,Canada,2008,49041,127.59,25.09,26.01,32.64,22.520000000000003,20.03,1.2999999999999998,98.35000000000001,29.24,0.8811111111111111
432,Canada,2009,42933,130.67,23.86,26.8,34.08,23.98,20.63,1.32,101.91,28.76,0.8811111111111111
433,Canada,2010,49974,132.67,25.43,27.45,33.36,23.87,20.86,1.7,101.88,30.79,0.903
434,Canada,2011,54841,125.02,23.52,25.689999999999998,29.96,22.729999999999997,21.45,1.67,94.69,30.33,0.9090000000000001
435,Canada,2012,55347,127.88,21.85,27.89,31.5,22.6,22.22,1.8199999999999998,98.17,29.71,0.91
436,Canada,2013,55310,133.09,27.919999999999998,28.36,32.71,23.42,18.799999999999997,1.8800000000000001,101.17999999999999,31.91,0.912
437,Chile,1985,1658,108.91,40.93,21.9,17.67,14.65,12.950000000000001,0.8099999999999999,96.01,12.9,0.654
438,Chile,1986,1728,90.94,25.01,23.37,15.44,14.649999999999999,11.56,0.9099999999999999,77.91,13.03,0.774
439,Chile,1987,1985,89.42,20.28,24.69,15.149999999999999,16.77,11.97,0.5599999999999999,77.61,11.81,0.774
440,Chile,1988,2303,94.9,29.099999999999998,20.57,16.009999999999998,16.349999999999998,11.98,0.89,82.71,12.19,0.774
441,Chile,1989,2599,100.44,33.79,20.509999999999998,15.35,16.49,13.280000000000001,1.02,90.3,10.14,0.774
442,Chile,1990,2828,91.86,21.39,26.450000000000003,15.530000000000001,15.0,12.54,0.95,80.68,11.18,0.699
443,Chile,1991,3187,98.83,30.24,20.11,18.7,14.620000000000001,14.21,0.9500000000000001,85.3,13.530000000000001,0.774
444,Chile,1992,3791,78.88,21.19,17.97,13.64,15.450000000000001,9.93,0.7,70.84,8.04,0.774
445,Chile,1993,4006,103.18,41.7,19.25,15.280000000000001,14.36,11.69,0.9,93.62,9.56,0.774
446,Chile,1994,4551,95.34,28.13,21.06,16.11,17.169999999999998,12.42,0.44999999999999996,86.1,9.24,0.774
447,Chile,1995,5695,108.91,33.620000000000005,24.150000000000002,18.4,17.18,14.54,1.02,96.9,12.01,0.723
448,Chile,1996,5946,95.71,20.96,24.61,17.66,15.8,15.89,0.79,84.76,10.950000000000001,0.774
449,Chile,1997,6368,100.13,29.740000000000002,20.59,16.96,16.580000000000002,15.55,0.71,88.47,11.66,0.774
450,Chile,1998,6023,109.77,31.25,24.2,19.79,18.98,14.98,0.5700000000000001,97.1,12.67,0.774
451,Chile,1999,5470,111.86,34.419999999999995,23.970000000000002,19.35,20.31,13.53,0.28,99.69,12.17,0.774
452,Chile,2000,5584,149.18,42.459999999999994,30.37,27.39,27.32,20.65,0.99,132.31,16.87,0.7520000000000001
